"N","min(displacement (0))","q1(displacement (0))","med(displacement (0))","q3(displacement (0))","max(displacement (0))","avg(displacement (0))","std(displacement (0))","min(displacement (1))","q1(displacement (1))","med(displacement (1))","q3(displacement (1))","max(displacement (1))","avg(displacement (1))","std(displacement (1))","min(displacement (2))","q1(displacement (2))","med(displacement (2))","q3(displacement (2))","max(displacement (2))","avg(displacement (2))","std(displacement (2))","min(displacement (Magnitude))","q1(displacement (Magnitude))","med(displacement (Magnitude))","q3(displacement (Magnitude))","max(displacement (Magnitude))","avg(displacement (Magnitude))","std(displacement (Magnitude))","min(vtkOriginalPointIds)","q1(vtkOriginalPointIds)","med(vtkOriginalPointIds)","q3(vtkOriginalPointIds)","max(vtkOriginalPointIds)","avg(vtkOriginalPointIds)","std(vtkOriginalPointIds)","min(X)","q1(X)","med(X)","q3(X)","max(X)","avg(X)","std(X)","min(Y)","q1(Y)","med(Y)","q3(Y)","max(Y)","avg(Y)","std(Y)","min(Z)","q1(Z)","med(Z)","q3(Z)","max(Z)","avg(Z)","std(Z)","vtkValidPointMask","Time"
1,0,0,0,0,0,0,0,-0.00605842,-0.00605842,-0.00605842,-0.00605842,-0.00605842,-0.00605842,0,0.0122448,0.0122448,0.0122448,0.0122448,0.0122448,0.0122448,0,0.01366160971,0.01366160971,0.01366160971,0.01366160971,0.01366160971,0.01366160971,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,189
1,0,0,0,0,0,0,0,-0.00612171,-0.00612171,-0.00612171,-0.00612171,-0.00612171,-0.00612171,0,0.0123756,0.0123756,0.0123756,0.0123756,0.0123756,0.0123756,0,0.01380691163,0.01380691163,0.01380691163,0.01380691163,0.01380691163,0.01380691163,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,190
1,0,0,0,0,0,0,0,-0.00618555,-0.00618555,-0.00618555,-0.00618555,-0.00618555,-0.00618555,0,0.0125068,0.0125068,0.0125068,0.0125068,0.0125068,0.0125068,0,0.01395281603,0.01395281603,0.01395281603,0.01395281603,0.01395281603,0.01395281603,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,191
1,0,0,0,0,0,0,0,-0.00624998,-0.00624998,-0.00624998,-0.00624998,-0.00624998,-0.00624998,0,0.0126384,0.0126384,0.0126384,0.0126384,0.0126384,0.0126384,0,0.01409934057,0.01409934057,0.01409934057,0.01409934057,0.01409934057,0.01409934057,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,192
1,0,0,0,0,0,0,0,-0.00631501,-0.00631501,-0.00631501,-0.00631501,-0.00631501,-0.00631501,0,0.0127705,0.0127705,0.0127705,0.0127705,0.0127705,0.0127705,0,0.01424657929,0.01424657929,0.01424657929,0.01424657929,0.01424657929,0.01424657929,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,193
1,0,0,0,0,0,0,0,-0.00638061,-0.00638061,-0.00638061,-0.00638061,-0.00638061,-0.00638061,0,0.012903,0.012903,0.012903,0.012903,0.012903,0.012903,0,0.01439442923,0.01439442923,0.01439442923,0.01439442923,0.01439442923,0.01439442923,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,194
1,0,0,0,0,0,0,0,-0.00644677,-0.00644677,-0.00644677,-0.00644677,-0.00644677,-0.00644677,0,0.013036,0.013036,0.013036,0.013036,0.013036,0.013036,0,0.0145429756,0.0145429756,0.0145429756,0.0145429756,0.0145429756,0.0145429756,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,195
1,0,0,0,0,0,0,0,-0.00651343,-0.00651343,-0.00651343,-0.00651343,-0.00651343,-0.00651343,0,0.0131695,0.0131695,0.0131695,0.0131695,0.0131695,0.0131695,0,0.01469219182,0.01469219182,0.01469219182,0.01469219182,0.01469219182,0.01469219182,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,196
1,0,0,0,0,0,0,0,-0.00658053,-0.00658053,-0.00658053,-0.00658053,-0.00658053,-0.00658053,0,0.0133036,0.0133036,0.0133036,0.0133036,0.0133036,0.0133036,0,0.01484214095,0.01484214095,0.01484214095,0.01484214095,0.01484214095,0.01484214095,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,197
1,0,0,0,0,0,0,0,-0.006648,-0.006648,-0.006648,-0.006648,-0.006648,-0.006648,0,0.0134384,0.0134384,0.0134384,0.0134384,0.0134384,0.0134384,0,0.0149928816,0.0149928816,0.0149928816,0.0149928816,0.0149928816,0.0149928816,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,198
1,0,0,0,0,0,0,0,-0.00671577,-0.00671577,-0.00671577,-0.00671577,-0.00671577,-0.00671577,0,0.0135738,0.0135738,0.0135738,0.0135738,0.0135738,0.0135738,0,0.01514429309,0.01514429309,0.01514429309,0.01514429309,0.01514429309,0.01514429309,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,199
1,0,0,0,0,0,0,0,-0.00678376,-0.00678376,-0.00678376,-0.00678376,-0.00678376,-0.00678376,0,0.0137101,0.0137101,0.0137101,0.0137101,0.0137101,0.0137101,0,0.01529660883,0.01529660883,0.01529660883,0.01529660883,0.01529660883,0.01529660883,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,200
1,0,0,0,0,0,0,0,-0.00685191,-0.00685191,-0.00685191,-0.00685191,-0.00685191,-0.00685191,0,0.0138472,0.0138472,0.0138472,0.0138472,0.0138472,0.0138472,0,0.01544971257,0.01544971257,0.01544971257,0.01544971257,0.01544971257,0.01544971257,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,201
1,0,0,0,0,0,0,0,-0.00692016,-0.00692016,-0.00692016,-0.00692016,-0.00692016,-0.00692016,0,0.0139852,0.0139852,0.0139852,0.0139852,0.0139852,0.0139852,0,0.01560366731,0.01560366731,0.01560366731,0.01560366731,0.01560366731,0.01560366731,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,202
1,0,0,0,0,0,0,0,-0.0069885,-0.0069885,-0.0069885,-0.0069885,-0.0069885,-0.0069885,0,0.0141242,0.0141242,0.0141242,0.0141242,0.0141242,0.0141242,0,0.01575855824,0.01575855824,0.01575855824,0.01575855824,0.01575855824,0.01575855824,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,203
1,0,0,0,0,0,0,0,-0.00705689,-0.00705689,-0.00705689,-0.00705689,-0.00705689,-0.00705689,0,0.0142641,0.0142641,0.0142641,0.0142641,0.0142641,0.0142641,0,0.01591427803,0.01591427803,0.01591427803,0.01591427803,0.01591427803,0.01591427803,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,204
1,0,0,0,0,0,0,0,-0.00712535,-0.00712535,-0.00712535,-0.00712535,-0.00712535,-0.00712535,0,0.014405,0.014405,0.014405,0.014405,0.014405,0.014405,0,0.01607092523,0.01607092523,0.01607092523,0.01607092523,0.01607092523,0.01607092523,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,205
1,0,0,0,0,0,0,0,-0.00719389,-0.00719389,-0.00719389,-0.00719389,-0.00719389,-0.00719389,0,0.0145468,0.0145468,0.0145468,0.0145468,0.0145468,0.0145468,0,0.0162284147,0.0162284147,0.0162284147,0.0162284147,0.0162284147,0.0162284147,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,206
1,0,0,0,0,0,0,0,-0.00726257,-0.00726257,-0.00726257,-0.00726257,-0.00726257,-0.00726257,0,0.0146895,0.0146895,0.0146895,0.0146895,0.0146895,0.0146895,0,0.01638677312,0.01638677312,0.01638677312,0.01638677312,0.01638677312,0.01638677312,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,207
1,0,0,0,0,0,0,0,-0.00733145,-0.00733145,-0.00733145,-0.00733145,-0.00733145,-0.00733145,0,0.014833,0.014833,0.014833,0.014833,0.014833,0.014833,0,0.01654593751,0.01654593751,0.01654593751,0.01654593751,0.01654593751,0.01654593751,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,208
1,0,0,0,0,0,0,0,-0.00740058,-0.00740058,-0.00740058,-0.00740058,-0.00740058,-0.00740058,0,0.0149772,0.0149772,0.0149772,0.0149772,0.0149772,0.0149772,0,0.01670584042,0.01670584042,0.01670584042,0.01670584042,0.01670584042,0.01670584042,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,209
1,0,0,0,0,0,0,0,-0.00747005,-0.00747005,-0.00747005,-0.00747005,-0.00747005,-0.00747005,0,0.0151222,0.0151222,0.0151222,0.0151222,0.0151222,0.0151222,0,0.01686661139,0.01686661139,0.01686661139,0.01686661139,0.01686661139,0.01686661139,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,210
1,0,0,0,0,0,0,0,-0.00753993,-0.00753993,-0.00753993,-0.00753993,-0.00753993,-0.00753993,0,0.0152677,0.0152677,0.0152677,0.0152677,0.0152677,0.0152677,0,0.01702801244,0.01702801244,0.01702801244,0.01702801244,0.01702801244,0.01702801244,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,211
1,0,0,0,0,0,0,0,-0.00761027,-0.00761027,-0.00761027,-0.00761027,-0.00761027,-0.00761027,0,0.0154138,0.0154138,0.0154138,0.0154138,0.0154138,0.0154138,0,0.01719015532,0.01719015532,0.01719015532,0.01719015532,0.01719015532,0.01719015532,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,212
1,0,0,0,0,0,0,0,-0.00768115,-0.00768115,-0.00768115,-0.00768115,-0.00768115,-0.00768115,0,0.0155604,0.0155604,0.0155604,0.0155604,0.0155604,0.0155604,0,0.01735298572,0.01735298572,0.01735298572,0.01735298572,0.01735298572,0.01735298572,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,213
1,0,0,0,0,0,0,0,-0.0077526,-0.0077526,-0.0077526,-0.0077526,-0.0077526,-0.0077526,0,0.0157075,0.0157075,0.0157075,0.0157075,0.0157075,0.0157075,0,0.01751651686,0.01751651686,0.01751651686,0.01751651686,0.01751651686,0.01751651686,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,214
1,0,0,0,0,0,0,0,-0.00782463,-0.00782463,-0.00782463,-0.00782463,-0.00782463,-0.00782463,0,0.015855,0.015855,0.015855,0.015855,0.015855,0.015855,0,0.01768066344,0.01768066344,0.01768066344,0.01768066344,0.01768066344,0.01768066344,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,215
1,0,0,0,0,0,0,0,-0.00789725,-0.00789725,-0.00789725,-0.00789725,-0.00789725,-0.00789725,0,0.0160029,0.0160029,0.0160029,0.0160029,0.0160029,0.0160029,0,0.01784542983,0.01784542983,0.01784542983,0.01784542983,0.01784542983,0.01784542983,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,216
1,0,0,0,0,0,0,0,-0.00797044,-0.00797044,-0.00797044,-0.00797044,-0.00797044,-0.00797044,0,0.0161513,0.0161513,0.0161513,0.0161513,0.0161513,0.0161513,0,0.01801089685,0.01801089685,0.01801089685,0.01801089685,0.01801089685,0.01801089685,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,217
1,0,0,0,0,0,0,0,-0.00804416,-0.00804416,-0.00804416,-0.00804416,-0.00804416,-0.00804416,0,0.0163002,0.0163002,0.0163002,0.0163002,0.0163002,0.0163002,0,0.01817704679,0.01817704679,0.01817704679,0.01817704679,0.01817704679,0.01817704679,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,218
1,0,0,0,0,0,0,0,-0.00811835,-0.00811835,-0.00811835,-0.00811835,-0.00811835,-0.00811835,0,0.0164496,0.0164496,0.0164496,0.0164496,0.0164496,0.0164496,0,0.01834385311,0.01834385311,0.01834385311,0.01834385311,0.01834385311,0.01834385311,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,219
1,0,0,0,0,0,0,0,-0.00819295,-0.00819295,-0.00819295,-0.00819295,-0.00819295,-0.00819295,0,0.0165997,0.0165997,0.0165997,0.0165997,0.0165997,0.0165997,0,0.0185114686,0.0185114686,0.0185114686,0.0185114686,0.0185114686,0.0185114686,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,220
1,0,0,0,0,0,0,0,-0.00826789,-0.00826789,-0.00826789,-0.00826789,-0.00826789,-0.00826789,0,0.0167504,0.0167504,0.0167504,0.0167504,0.0167504,0.0167504,0,0.01867977262,0.01867977262,0.01867977262,0.01867977262,0.01867977262,0.01867977262,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,221
1,0,0,0,0,0,0,0,-0.00834309,-0.00834309,-0.00834309,-0.00834309,-0.00834309,-0.00834309,0,0.0169019,0.0169019,0.0169019,0.0169019,0.0169019,0.0169019,0,0.0188489091,0.0188489091,0.0188489091,0.0188489091,0.0188489091,0.0188489091,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,222
1,0,0,0,0,0,0,0,-0.00841847,-0.00841847,-0.00841847,-0.00841847,-0.00841847,-0.00841847,0,0.0170542,0.0170542,0.0170542,0.0170542,0.0170542,0.0170542,0,0.01901884262,0.01901884262,0.01901884262,0.01901884262,0.01901884262,0.01901884262,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,223
1,0,0,0,0,0,0,0,-0.008494,-0.008494,-0.008494,-0.008494,-0.008494,-0.008494,0,0.0172074,0.0172074,0.0172074,0.0172074,0.0172074,0.0172074,0,0.01918964957,0.01918964957,0.01918964957,0.01918964957,0.01918964957,0.01918964957,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,224
1,0,0,0,0,0,0,0,-0.0085696,-0.0085696,-0.0085696,-0.0085696,-0.0085696,-0.0085696,0,0.0173615,0.0173615,0.0173615,0.0173615,0.0173615,0.0173615,0,0.01936129454,0.01936129454,0.01936129454,0.01936129454,0.01936129454,0.01936129454,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,225
1,0,0,0,0,0,0,0,-0.00864528,-0.00864528,-0.00864528,-0.00864528,-0.00864528,-0.00864528,0,0.0175165,0.0175165,0.0175165,0.0175165,0.0175165,0.0175165,0,0.01953378198,0.01953378198,0.01953378198,0.01953378198,0.01953378198,0.01953378198,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,226
1,0,0,0,0,0,0,0,-0.008721,-0.008721,-0.008721,-0.008721,-0.008721,-0.008721,0,0.0176725,0.0176725,0.0176725,0.0176725,0.0176725,0.0176725,0,0.0197071839,0.0197071839,0.0197071839,0.0197071839,0.0197071839,0.0197071839,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,227
1,0,0,0,0,0,0,0,-0.0087968,-0.0087968,-0.0087968,-0.0087968,-0.0087968,-0.0087968,0,0.0178295,0.0178295,0.0178295,0.0178295,0.0178295,0.0178295,0,0.01988151806,0.01988151806,0.01988151806,0.01988151806,0.01988151806,0.01988151806,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,228
1,0,0,0,0,0,0,0,-0.00887269,-0.00887269,-0.00887269,-0.00887269,-0.00887269,-0.00887269,0,0.0179874,0.0179874,0.0179874,0.0179874,0.0179874,0.0179874,0,0.02005669929,0.02005669929,0.02005669929,0.02005669929,0.02005669929,0.02005669929,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,229
1,0,0,0,0,0,0,0,-0.00894874,-0.00894874,-0.00894874,-0.00894874,-0.00894874,-0.00894874,0,0.0181461,0.0181461,0.0181461,0.0181461,0.0181461,0.0181461,0,0.02023266895,0.02023266895,0.02023266895,0.02023266895,0.02023266895,0.02023266895,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,230
1,0,0,0,0,0,0,0,-0.00902501,-0.00902501,-0.00902501,-0.00902501,-0.00902501,-0.00902501,0,0.0183056,0.0183056,0.0183056,0.0183056,0.0183056,0.0183056,0,0.02040945361,0.02040945361,0.02040945361,0.02040945361,0.02040945361,0.02040945361,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,231
1,0,0,0,0,0,0,0,-0.00910156,-0.00910156,-0.00910156,-0.00910156,-0.00910156,-0.00910156,0,0.0184659,0.0184659,0.0184659,0.0184659,0.0184659,0.0184659,0,0.02058707986,0.02058707986,0.02058707986,0.02058707986,0.02058707986,0.02058707986,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,232
1,0,0,0,0,0,0,0,-0.00917848,-0.00917848,-0.00917848,-0.00917848,-0.00917848,-0.00917848,0,0.0186268,0.0186268,0.0186268,0.0186268,0.0186268,0.0186268,0,0.02076540809,0.02076540809,0.02076540809,0.02076540809,0.02076540809,0.02076540809,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,233
1,0,0,0,0,0,0,0,-0.00925582,-0.00925582,-0.00925582,-0.00925582,-0.00925582,-0.00925582,0,0.0187883,0.0187883,0.0187883,0.0187883,0.0187883,0.0187883,0,0.02094446038,0.02094446038,0.02094446038,0.02094446038,0.02094446038,0.02094446038,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,234
1,0,0,0,0,0,0,0,-0.00933367,-0.00933367,-0.00933367,-0.00933367,-0.00933367,-0.00933367,0,0.0189504,0.0189504,0.0189504,0.0189504,0.0189504,0.0189504,0,0.02112427646,0.02112427646,0.02112427646,0.02112427646,0.02112427646,0.02112427646,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,235
1,0,0,0,0,0,0,0,-0.00941205,-0.00941205,-0.00941205,-0.00941205,-0.00941205,-0.00941205,0,0.0191129,0.0191129,0.0191129,0.0191129,0.0191129,0.0191129,0,0.02130468567,0.02130468567,0.02130468567,0.02130468567,0.02130468567,0.02130468567,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,236
1,0,0,0,0,0,0,0,-0.00949101,-0.00949101,-0.00949101,-0.00949101,-0.00949101,-0.00949101,0,0.0192758,0.0192758,0.0192758,0.0192758,0.0192758,0.0192758,0,0.02148571005,0.02148571005,0.02148571005,0.02148571005,0.02148571005,0.02148571005,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,237
1,0,0,0,0,0,0,0,-0.00957056,-0.00957056,-0.00957056,-0.00957056,-0.00957056,-0.00957056,0,0.0194392,0.0194392,0.0194392,0.0194392,0.0194392,0.0194392,0,0.02166744367,0.02166744367,0.02166744367,0.02166744367,0.02166744367,0.02166744367,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,238
1,0,0,0,0,0,0,0,-0.00965069,-0.00965069,-0.00965069,-0.00965069,-0.00965069,-0.00965069,0,0.0196031,0.0196031,0.0196031,0.0196031,0.0196031,0.0196031,0,0.02184988208,0.02184988208,0.02184988208,0.02184988208,0.02184988208,0.02184988208,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,239
1,0,0,0,0,0,0,0,-0.00973137,-0.00973137,-0.00973137,-0.00973137,-0.00973137,-0.00973137,0,0.0197674,0.0197674,0.0197674,0.0197674,0.0197674,0.0197674,0,0.02203292229,0.02203292229,0.02203292229,0.02203292229,0.02203292229,0.02203292229,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,240
1,0,0,0,0,0,0,0,-0.00981255,-0.00981255,-0.00981255,-0.00981255,-0.00981255,-0.00981255,0,0.0199322,0.0199322,0.0199322,0.0199322,0.0199322,0.0199322,0,0.02221663193,0.02221663193,0.02221663193,0.02221663193,0.02221663193,0.02221663193,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,241
1,0,0,0,0,0,0,0,-0.00989417,-0.00989417,-0.00989417,-0.00989417,-0.00989417,-0.00989417,0,0.0200976,0.0200976,0.0200976,0.0200976,0.0200976,0.0200976,0,0.02240107421,0.02240107421,0.02240107421,0.02240107421,0.02240107421,0.02240107421,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,242
1,0,0,0,0,0,0,0,-0.00997617,-0.00997617,-0.00997617,-0.00997617,-0.00997617,-0.00997617,0,0.0202637,0.0202637,0.0202637,0.0202637,0.0202637,0.0202637,0,0.02258631235,0.02258631235,0.02258631235,0.02258631235,0.02258631235,0.02258631235,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,243
1,0,0,0,0,0,0,0,-0.0100585,-0.0100585,-0.0100585,-0.0100585,-0.0100585,-0.0100585,0,0.0204305,0.0204305,0.0204305,0.0204305,0.0204305,0.0204305,0,0.02277232427,0.02277232427,0.02277232427,0.02277232427,0.02277232427,0.02277232427,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,244
1,0,0,0,0,0,0,0,-0.010141,-0.010141,-0.010141,-0.010141,-0.010141,-0.010141,0,0.020598,0.020598,0.020598,0.020598,0.020598,0.020598,0,0.02295903929,0.02295903929,0.02295903929,0.02295903929,0.02295903929,0.02295903929,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,245
1,0,0,0,0,0,0,0,-0.0102237,-0.0102237,-0.0102237,-0.0102237,-0.0102237,-0.0102237,0,0.0207665,0.0207665,0.0207665,0.0207665,0.0207665,0.0207665,0,0.02314673981,0.02314673981,0.02314673981,0.02314673981,0.02314673981,0.02314673981,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,246
1,0,0,0,0,0,0,0,-0.0103065,-0.0103065,-0.0103065,-0.0103065,-0.0103065,-0.0103065,0,0.0209358,0.0209358,0.0209358,0.0209358,0.0209358,0.0209358,0,0.02333520225,0.02333520225,0.02333520225,0.02333520225,0.02333520225,0.02333520225,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,247
1,0,0,0,0,0,0,0,-0.0103893,-0.0103893,-0.0103893,-0.0103893,-0.0103893,-0.0103893,0,0.021106,0.021106,0.021106,0.021106,0.021106,0.021106,0,0.02352447216,0.02352447216,0.02352447216,0.02352447216,0.02352447216,0.02352447216,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,248
1,0,0,0,0,0,0,0,-0.0104722,-0.0104722,-0.0104722,-0.0104722,-0.0104722,-0.0104722,0,0.0212773,0.0212773,0.0212773,0.0212773,0.0212773,0.0212773,0,0.0237147732,0.0237147732,0.0237147732,0.0237147732,0.0237147732,0.0237147732,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,249
1,0,0,0,0,0,0,0,-0.0105552,-0.0105552,-0.0105552,-0.0105552,-0.0105552,-0.0105552,0,0.0214494,0.0214494,0.0214494,0.0214494,0.0214494,0.0214494,0,0.02390583626,0.02390583626,0.02390583626,0.02390583626,0.02390583626,0.02390583626,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,250
1,0,0,0,0,0,0,0,-0.0106383,-0.0106383,-0.0106383,-0.0106383,-0.0106383,-0.0106383,0,0.0216225,0.0216225,0.0216225,0.0216225,0.0216225,0.0216225,0,0.02409784084,0.02409784084,0.02409784084,0.02409784084,0.02409784084,0.02409784084,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,251
1,0,0,0,0,0,0,0,-0.0107214,-0.0107214,-0.0107214,-0.0107214,-0.0107214,-0.0107214,0,0.0217965,0.0217965,0.0217965,0.0217965,0.0217965,0.0217965,0,0.02429065314,0.02429065314,0.02429065314,0.02429065314,0.02429065314,0.02429065314,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,252
1,0,0,0,0,0,0,0,-0.0108048,-0.0108048,-0.0108048,-0.0108048,-0.0108048,-0.0108048,0,0.0219714,0.0219714,0.0219714,0.0219714,0.0219714,0.0219714,0,0.02448440567,0.02448440567,0.02448440567,0.02448440567,0.02448440567,0.02448440567,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,253
1,0,0,0,0,0,0,0,-0.0108883,-0.0108883,-0.0108883,-0.0108883,-0.0108883,-0.0108883,0,0.022147,0.022147,0.022147,0.022147,0.022147,0.022147,0,0.02467883072,0.02467883072,0.02467883072,0.02467883072,0.02467883072,0.02467883072,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,254
