"N","min(Stress (0))","q1(Stress (0))","med(Stress (0))","q3(Stress (0))","max(Stress (0))","avg(Stress (0))","std(Stress (0))","min(Stress (1))","q1(Stress (1))","med(Stress (1))","q3(Stress (1))","max(Stress (1))","avg(Stress (1))","std(Stress (1))","min(Stress (2))","q1(Stress (2))","med(Stress (2))","q3(Stress (2))","max(Stress (2))","avg(Stress (2))","std(Stress (2))","min(Stress (3))","q1(Stress (3))","med(Stress (3))","q3(Stress (3))","max(Stress (3))","avg(Stress (3))","std(Stress (3))","min(Stress (4))","q1(Stress (4))","med(Stress (4))","q3(Stress (4))","max(Stress (4))","avg(Stress (4))","std(Stress (4))","min(Stress (5))","q1(Stress (5))","med(Stress (5))","q3(Stress (5))","max(Stress (5))","avg(Stress (5))","std(Stress (5))","min(Stress (6))","q1(Stress (6))","med(Stress (6))","q3(Stress (6))","max(Stress (6))","avg(Stress (6))","std(Stress (6))","min(Stress (7))","q1(Stress (7))","med(Stress (7))","q3(Stress (7))","max(Stress (7))","avg(Stress (7))","std(Stress (7))","min(Stress (8))","q1(Stress (8))","med(Stress (8))","q3(Stress (8))","max(Stress (8))","avg(Stress (8))","std(Stress (8))","min(Stress (Magnitude))","q1(Stress (Magnitude))","med(Stress (Magnitude))","q3(Stress (Magnitude))","max(Stress (Magnitude))","avg(Stress (Magnitude))","std(Stress (Magnitude))","min(Strain (0))","q1(Strain (0))","med(Strain (0))","q3(Strain (0))","max(Strain (0))","avg(Strain (0))","std(Strain (0))","min(Strain (1))","q1(Strain (1))","med(Strain (1))","q3(Strain (1))","max(Strain (1))","avg(Strain (1))","std(Strain (1))","min(Strain (2))","q1(Strain (2))","med(Strain (2))","q3(Strain (2))","max(Strain (2))","avg(Strain (2))","std(Strain (2))","min(Strain (3))","q1(Strain (3))","med(Strain (3))","q3(Strain (3))","max(Strain (3))","avg(Strain (3))","std(Strain (3))","min(Strain (4))","q1(Strain (4))","med(Strain (4))","q3(Strain (4))","max(Strain (4))","avg(Strain (4))","std(Strain (4))","min(Strain (5))","q1(Strain (5))","med(Strain (5))","q3(Strain (5))","max(Strain (5))","avg(Strain (5))","std(Strain (5))","min(Strain (6))","q1(Strain (6))","med(Strain (6))","q3(Strain (6))","max(Strain (6))","avg(Strain (6))","std(Strain (6))","min(Strain (7))","q1(Strain (7))","med(Strain (7))","q3(Strain (7))","max(Strain (7))","avg(Strain (7))","std(Strain (7))","min(Strain (8))","q1(Strain (8))","med(Strain (8))","q3(Strain (8))","max(Strain (8))","avg(Strain (8))","std(Strain (8))","min(Strain (Magnitude))","q1(Strain (Magnitude))","med(Strain (Magnitude))","q3(Strain (Magnitude))","max(Strain (Magnitude))","avg(Strain (Magnitude))","std(Strain (Magnitude))","min(vtkOriginalCellIds)","q1(vtkOriginalCellIds)","med(vtkOriginalCellIds)","q3(vtkOriginalCellIds)","max(vtkOriginalCellIds)","avg(vtkOriginalCellIds)","std(vtkOriginalCellIds)","vtkValidPointMask","Time"
1,9693.9,9693.9,9693.9,9693.9,9693.9,9693.9,0,1.8797e-29,1.8797e-29,1.8797e-29,1.8797e-29,1.8797e-29,1.8797e-29,0,2.6337e-13,2.6337e-13,2.6337e-13,2.6337e-13,2.6337e-13,2.6337e-13,0,1.8797e-29,1.8797e-29,1.8797e-29,1.8797e-29,1.8797e-29,1.8797e-29,0,9693.9,9693.9,9693.9,9693.9,9693.9,9693.9,0,1.4615e-13,1.4615e-13,1.4615e-13,1.4615e-13,1.4615e-13,1.4615e-13,0,2.6337e-13,2.6337e-13,2.6337e-13,2.6337e-13,2.6337e-13,2.6337e-13,0,1.4615e-13,1.4615e-13,1.4615e-13,1.4615e-13,1.4615e-13,1.4615e-13,0,9410.2,9410.2,9410.2,9410.2,9410.2,9410.2,0,16628,16628,16628,16628,16628,16628,0,-0.0083935,-0.0083935,-0.0083935,-0.0083935,-0.0083935,-0.0083935,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.0083935,-0.0083935,-0.0083935,-0.0083935,-0.0083935,-0.0083935,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.017221,0.017221,0.017221,0.017221,0.017221,0.017221,0,1.2249,1.2249,1.2249,1.2249,1.2249,1.2249,0,0,0,0,0,0,0,0,1,182
1,6033.3,6033.3,6033.3,6033.3,6033.3,6033.3,0,4.2828e-31,4.2828e-31,4.2828e-31,4.2828e-31,4.2828e-31,4.2828e-31,0,9.954e-14,9.954e-14,9.954e-14,9.954e-14,9.954e-14,9.954e-14,0,4.2828e-31,4.2828e-31,4.2828e-31,4.2828e-31,4.2828e-31,4.2828e-31,0,6033.3,6033.3,6033.3,6033.3,6033.3,6033.3,0,4.1374e-14,4.1374e-14,4.1374e-14,4.1374e-14,4.1374e-14,4.1374e-14,0,9.954e-14,9.954e-14,9.954e-14,9.954e-14,9.954e-14,9.954e-14,0,4.1374e-14,4.1374e-14,4.1374e-14,4.1374e-14,4.1374e-14,4.1374e-14,0,5929.8,5929.8,5929.8,5929.8,5929.8,5929.8,0,10391,10391,10391,10391,10391,10391,0,-0.0084855,-0.0084855,-0.0084855,-0.0084855,-0.0084855,-0.0084855,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.0084855,-0.0084855,-0.0084855,-0.0084855,-0.0084855,-0.0084855,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.017413,0.017413,0.017413,0.017413,0.017413,0.017413,0,1.2249,1.2249,1.2249,1.2249,1.2249,1.2249,0,0,0,0,0,0,0,0,1,183
1,4638.4,4638.4,4638.4,4638.4,4638.4,4638.4,0,-1.5466e-30,-1.5466e-30,-1.5466e-30,-1.5466e-30,-1.5466e-30,-1.5466e-30,0,3.1044e-14,3.1044e-14,3.1044e-14,3.1044e-14,3.1044e-14,3.1044e-14,0,-1.5466e-30,-1.5466e-30,-1.5466e-30,-1.5466e-30,-1.5466e-30,-1.5466e-30,0,4638.4,4638.4,4638.4,4638.4,4638.4,4638.4,0,7.5297e-15,7.5297e-15,7.5297e-15,7.5297e-15,7.5297e-15,7.5297e-15,0,3.1044e-14,3.1044e-14,3.1044e-14,3.1044e-14,3.1044e-14,3.1044e-14,0,7.5297e-15,7.5297e-15,7.5297e-15,7.5297e-15,7.5297e-15,7.5297e-15,0,4604.4,4604.4,4604.4,4604.4,4604.4,4604.4,0,8014.4,8014.4,8014.4,8014.4,8014.4,8014.4,0,-0.0085776,-0.0085776,-0.0085776,-0.0085776,-0.0085776,-0.0085776,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.0085776,-0.0085776,-0.0085776,-0.0085776,-0.0085776,-0.0085776,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.017606,0.017606,0.017606,0.017606,0.017606,0.017606,0,1.2249,1.2249,1.2249,1.2249,1.2249,1.2249,0,0,0,0,0,0,0,0,1,184
1,5670,5670,5670,5670,5670,5670,0,-1.1025e-30,-1.1025e-30,-1.1025e-30,-1.1025e-30,-1.1025e-30,-1.1025e-30,0,7.7369e-14,7.7369e-14,7.7369e-14,7.7369e-14,7.7369e-14,7.7369e-14,0,-1.1025e-30,-1.1025e-30,-1.1025e-30,-1.1025e-30,-1.1025e-30,-1.1025e-30,0,5670,5670,5670,5670,5670,5670,0,3.2677e-15,3.2677e-15,3.2677e-15,3.2677e-15,3.2677e-15,3.2677e-15,0,7.7369e-14,7.7369e-14,7.7369e-14,7.7369e-14,7.7369e-14,7.7369e-14,0,3.2677e-15,3.2677e-15,3.2677e-15,3.2677e-15,3.2677e-15,3.2677e-15,0,5582.9,5582.9,5582.9,5582.9,5582.9,5582.9,0,9770.7,9770.7,9770.7,9770.7,9770.7,9770.7,0,-0.0086698,-0.0086698,-0.0086698,-0.0086698,-0.0086698,-0.0086698,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.0086698,-0.0086698,-0.0086698,-0.0086698,-0.0086698,-0.0086698,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.017801,0.017801,0.017801,0.017801,0.017801,0.017801,0,1.2249,1.2249,1.2249,1.2249,1.2249,1.2249,0,0,0,0,0,0,0,0,1,185
1,9008.6,9008.6,9008.6,9008.6,9008.6,9008.6,0,-2.5305e-29,-2.5305e-29,-2.5305e-29,-2.5305e-29,-2.5305e-29,-2.5305e-29,0,2.273e-13,2.273e-13,2.273e-13,2.273e-13,2.273e-13,2.273e-13,0,-2.5305e-29,-2.5305e-29,-2.5305e-29,-2.5305e-29,-2.5305e-29,-2.5305e-29,0,9008.6,9008.6,9008.6,9008.6,9008.6,9008.6,0,-3.058e-14,-3.058e-14,-3.058e-14,-3.058e-14,-3.058e-14,-3.058e-14,0,2.273e-13,2.273e-13,2.273e-13,2.273e-13,2.273e-13,2.273e-13,0,-3.058e-14,-3.058e-14,-3.058e-14,-3.058e-14,-3.058e-14,-3.058e-14,0,8748.1,8748.1,8748.1,8748.1,8748.1,8748.1,0,15454,15454,15454,15454,15454,15454,0,-0.0087621,-0.0087621,-0.0087621,-0.0087621,-0.0087621,-0.0087621,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.0087621,-0.0087621,-0.0087621,-0.0087621,-0.0087621,-0.0087621,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.017997,0.017997,0.017997,0.017997,0.017997,0.017997,0,1.2249,1.2249,1.2249,1.2249,1.2249,1.2249,0,0,0,0,0,0,0,0,1,186
1,14268,14268,14268,14268,14268,14268,0,-5.006e-29,-5.006e-29,-5.006e-29,-5.006e-29,-5.006e-29,-5.006e-29,0,4.3072e-13,4.3072e-13,4.3072e-13,4.3072e-13,4.3072e-13,4.3072e-13,0,-5.006e-29,-5.006e-29,-5.006e-29,-5.006e-29,-5.006e-29,-5.006e-29,0,14268,14268,14268,14268,14268,14268,0,-1.4868e-13,-1.4868e-13,-1.4868e-13,-1.4868e-13,-1.4868e-13,-1.4868e-13,0,4.3072e-13,4.3072e-13,4.3072e-13,4.3072e-13,4.3072e-13,4.3072e-13,0,-1.4868e-13,-1.4868e-13,-1.4868e-13,-1.4868e-13,-1.4868e-13,-1.4868e-13,0,13730,13730,13730,13730,13730,13730,0,24407,24407,24407,24407,24407,24407,0,-0.0088545,-0.0088545,-0.0088545,-0.0088545,-0.0088545,-0.0088545,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.0088545,-0.0088545,-0.0088545,-0.0088545,-0.0088545,-0.0088545,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.018195,0.018195,0.018195,0.018195,0.018195,0.018195,0,1.2249,1.2249,1.2249,1.2249,1.2249,1.2249,0,0,0,0,0,0,0,0,1,187
1,20842,20842,20842,20842,20842,20842,0,-1.0056e-28,-1.0056e-28,-1.0056e-28,-1.0056e-28,-1.0056e-28,-1.0056e-28,0,6.2835e-13,6.2835e-13,6.2835e-13,6.2835e-13,6.2835e-13,6.2835e-13,0,-1.0056e-28,-1.0056e-28,-1.0056e-28,-1.0056e-28,-1.0056e-28,-1.0056e-28,0,20842,20842,20842,20842,20842,20842,0,-3.2052e-13,-3.2052e-13,-3.2052e-13,-3.2052e-13,-3.2052e-13,-3.2052e-13,0,6.2835e-13,6.2835e-13,6.2835e-13,6.2835e-13,6.2835e-13,6.2835e-13,0,-3.2052e-13,-3.2052e-13,-3.2052e-13,-3.2052e-13,-3.2052e-13,-3.2052e-13,0,19952,19952,19952,19952,19952,19952,0,35592,35592,35592,35592,35592,35592,0,-0.0089472,-0.0089472,-0.0089472,-0.0089472,-0.0089472,-0.0089472,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.0089472,-0.0089472,-0.0089472,-0.0089472,-0.0089472,-0.0089472,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.018394,0.018394,0.018394,0.018394,0.018394,0.018394,0,1.2249,1.2249,1.2249,1.2249,1.2249,1.2249,0,0,0,0,0,0,0,0,1,188
1,27969,27969,27969,27969,27969,27969,0,-8.6228e-32,-8.6228e-32,-8.6228e-32,-8.6228e-32,-8.6228e-32,-8.6228e-32,0,7.6417e-13,7.6417e-13,7.6417e-13,7.6417e-13,7.6417e-13,7.6417e-13,0,-8.6228e-32,-8.6228e-32,-8.6228e-32,-8.6228e-32,-8.6228e-32,-8.6228e-32,0,27969,27969,27969,27969,27969,27969,0,-5.647e-13,-5.647e-13,-5.647e-13,-5.647e-13,-5.647e-13,-5.647e-13,0,7.6417e-13,7.6417e-13,7.6417e-13,7.6417e-13,7.6417e-13,7.6417e-13,0,-5.647e-13,-5.647e-13,-5.647e-13,-5.647e-13,-5.647e-13,-5.647e-13,0,26690,26690,26690,26690,26690,26690,0,47716,47716,47716,47716,47716,47716,0,-0.0090403,-0.0090403,-0.0090403,-0.0090403,-0.0090403,-0.0090403,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.0090403,-0.0090403,-0.0090403,-0.0090403,-0.0090403,-0.0090403,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.018594,0.018594,0.018594,0.018594,0.018594,0.018594,0,1.225,1.225,1.225,1.225,1.225,1.225,0,0,0,0,0,0,0,0,1,189
1,34826,34826,34826,34826,34826,34826,0,0,0,0,0,0,0,0,8.6722e-13,8.6722e-13,8.6722e-13,8.6722e-13,8.6722e-13,8.6722e-13,0,0,0,0,0,0,0,0,34826,34826,34826,34826,34826,34826,0,-8.6722e-13,-8.6722e-13,-8.6722e-13,-8.6722e-13,-8.6722e-13,-8.6722e-13,0,8.6722e-13,8.6722e-13,8.6722e-13,8.6722e-13,8.6722e-13,8.6722e-13,0,-8.6722e-13,-8.6722e-13,-8.6722e-13,-8.6722e-13,-8.6722e-13,-8.6722e-13,0,33164,33164,33164,33164,33164,33164,0,59376,59376,59376,59376,59376,59376,0,-0.0091339,-0.0091339,-0.0091339,-0.0091339,-0.0091339,-0.0091339,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.0091339,-0.0091339,-0.0091339,-0.0091339,-0.0091339,-0.0091339,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.018795,0.018795,0.018795,0.018795,0.018795,0.018795,0,1.225,1.225,1.225,1.225,1.225,1.225,0,0,0,0,0,0,0,0,1,190
1,40620,40620,40620,40620,40620,40620,0,2.037e-28,2.037e-28,2.037e-28,2.037e-28,2.037e-28,2.037e-28,0,8.3258e-13,8.3258e-13,8.3258e-13,8.3258e-13,8.3258e-13,8.3258e-13,0,2.037e-28,2.037e-28,2.037e-28,2.037e-28,2.037e-28,2.037e-28,0,40620,40620,40620,40620,40620,40620,0,-1.2583e-12,-1.2583e-12,-1.2583e-12,-1.2583e-12,-1.2583e-12,-1.2583e-12,0,8.3258e-13,8.3258e-13,8.3258e-13,8.3258e-13,8.3258e-13,8.3258e-13,0,-1.2583e-12,-1.2583e-12,-1.2583e-12,-1.2583e-12,-1.2583e-12,-1.2583e-12,0,38626,38626,38626,38626,38626,38626,0,69224,69224,69224,69224,69224,69224,0,-0.0092282,-0.0092282,-0.0092282,-0.0092282,-0.0092282,-0.0092282,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.0092282,-0.0092282,-0.0092282,-0.0092282,-0.0092282,-0.0092282,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.018998,0.018998,0.018998,0.018998,0.018998,0.018998,0,1.225,1.225,1.225,1.225,1.225,1.225,0,0,0,0,0,0,0,0,1,191
1,44680,44680,44680,44680,44680,44680,0,4.0969e-28,4.0969e-28,4.0969e-28,4.0969e-28,4.0969e-28,4.0969e-28,0,6.8789e-13,6.8789e-13,6.8789e-13,6.8789e-13,6.8789e-13,6.8789e-13,0,4.0969e-28,4.0969e-28,4.0969e-28,4.0969e-28,4.0969e-28,4.0969e-28,0,44680,44680,44680,44680,44680,44680,0,-1.5302e-12,-1.5302e-12,-1.5302e-12,-1.5302e-12,-1.5302e-12,-1.5302e-12,0,6.8789e-13,6.8789e-13,6.8789e-13,6.8789e-13,6.8789e-13,6.8789e-13,0,-1.5302e-12,-1.5302e-12,-1.5302e-12,-1.5302e-12,-1.5302e-12,-1.5302e-12,0,42443,42443,42443,42443,42443,42443,0,76119,76119,76119,76119,76119,76119,0,-0.0093232,-0.0093232,-0.0093232,-0.0093232,-0.0093232,-0.0093232,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.0093232,-0.0093232,-0.0093232,-0.0093232,-0.0093232,-0.0093232,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.019201,0.019201,0.019201,0.019201,0.019201,0.019201,0,1.225,1.225,1.225,1.225,1.225,1.225,0,0,0,0,0,0,0,0,1,192
1,46536,46536,46536,46536,46536,46536,0,1.2246e-29,1.2246e-29,1.2246e-29,1.2246e-29,1.2246e-29,1.2246e-29,0,4.7174e-13,4.7174e-13,4.7174e-13,4.7174e-13,4.7174e-13,4.7174e-13,0,1.2246e-29,1.2246e-29,1.2246e-29,1.2246e-29,1.2246e-29,1.2246e-29,0,46536,46536,46536,46536,46536,46536,0,-1.7745e-12,-1.7745e-12,-1.7745e-12,-1.7745e-12,-1.7745e-12,-1.7745e-12,0,4.7174e-13,4.7174e-13,4.7174e-13,4.7174e-13,4.7174e-13,4.7174e-13,0,-1.7745e-12,-1.7745e-12,-1.7745e-12,-1.7745e-12,-1.7745e-12,-1.7745e-12,0,44174,44174,44174,44174,44174,44174,0,79262,79262,79262,79262,79262,79262,0,-0.009419,-0.009419,-0.009419,-0.009419,-0.009419,-0.009419,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.009419,-0.009419,-0.009419,-0.009419,-0.009419,-0.009419,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.019405,0.019405,0.019405,0.019405,0.019405,0.019405,0,1.225,1.225,1.225,1.225,1.225,1.225,0,0,0,0,0,0,0,0,1,193
1,45971,45971,45971,45971,45971,45971,0,1.8057e-29,1.8057e-29,1.8057e-29,1.8057e-29,1.8057e-29,1.8057e-29,0,2.3783e-13,2.3783e-13,2.3783e-13,2.3783e-13,2.3783e-13,2.3783e-13,0,1.8057e-29,1.8057e-29,1.8057e-29,1.8057e-29,1.8057e-29,1.8057e-29,0,45971,45971,45971,45971,45971,45971,0,-1.8353e-12,-1.8353e-12,-1.8353e-12,-1.8353e-12,-1.8353e-12,-1.8353e-12,0,2.3783e-13,2.3783e-13,2.3783e-13,2.3783e-13,2.3783e-13,2.3783e-13,0,-1.8353e-12,-1.8353e-12,-1.8353e-12,-1.8353e-12,-1.8353e-12,-1.8353e-12,0,43616,43616,43616,43616,43616,43616,0,78288,78288,78288,78288,78288,78288,0,-0.0095157,-0.0095157,-0.0095157,-0.0095157,-0.0095157,-0.0095157,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.0095157,-0.0095157,-0.0095157,-0.0095157,-0.0095157,-0.0095157,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.019609,0.019609,0.019609,0.019609,0.019609,0.019609,0,1.225,1.225,1.225,1.225,1.225,1.225,0,0,0,0,0,0,0,0,1,194
1,43048,43048,43048,43048,43048,43048,0,-1.7997e-28,-1.7997e-28,-1.7997e-28,-1.7997e-28,-1.7997e-28,-1.7997e-28,0,4.1929e-14,4.1929e-14,4.1929e-14,4.1929e-14,4.1929e-14,4.1929e-14,0,-1.7997e-28,-1.7997e-28,-1.7997e-28,-1.7997e-28,-1.7997e-28,-1.7997e-28,0,43048,43048,43048,43048,43048,43048,0,-1.7536e-12,-1.7536e-12,-1.7536e-12,-1.7536e-12,-1.7536e-12,-1.7536e-12,0,4.1929e-14,4.1929e-14,4.1929e-14,4.1929e-14,4.1929e-14,4.1929e-14,0,-1.7536e-12,-1.7536e-12,-1.7536e-12,-1.7536e-12,-1.7536e-12,-1.7536e-12,0,40835,40835,40835,40835,40835,40835,0,73306,73306,73306,73306,73306,73306,0,-0.0096133,-0.0096133,-0.0096133,-0.0096133,-0.0096133,-0.0096133,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.0096133,-0.0096133,-0.0096133,-0.0096133,-0.0096133,-0.0096133,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.019814,0.019814,0.019814,0.019814,0.019814,0.019814,0,1.225,1.225,1.225,1.225,1.225,1.225,0,0,0,0,0,0,0,0,1,195
1,38102,38102,38102,38102,38102,38102,0,2.2823e-29,2.2823e-29,2.2823e-29,2.2823e-29,2.2823e-29,2.2823e-29,0,-1.2076e-13,-1.2076e-13,-1.2076e-13,-1.2076e-13,-1.2076e-13,-1.2076e-13,0,2.2823e-29,2.2823e-29,2.2823e-29,2.2823e-29,2.2823e-29,2.2823e-29,0,38102,38102,38102,38102,38102,38102,0,-1.5436e-12,-1.5436e-12,-1.5436e-12,-1.5436e-12,-1.5436e-12,-1.5436e-12,0,-1.2076e-13,-1.2076e-13,-1.2076e-13,-1.2076e-13,-1.2076e-13,-1.2076e-13,0,-1.5436e-12,-1.5436e-12,-1.5436e-12,-1.5436e-12,-1.5436e-12,-1.5436e-12,0,36150,36150,36150,36150,36150,36150,0,64888,64888,64888,64888,64888,64888,0,-0.0097117,-0.0097117,-0.0097117,-0.0097117,-0.0097117,-0.0097117,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.0097117,-0.0097117,-0.0097117,-0.0097117,-0.0097117,-0.0097117,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.020021,0.020021,0.020021,0.020021,0.020021,0.020021,0,1.225,1.225,1.225,1.225,1.225,1.225,0,0,0,0,0,0,0,0,1,196
1,31702,31702,31702,31702,31702,31702,0,2.1855e-29,2.1855e-29,2.1855e-29,2.1855e-29,2.1855e-29,2.1855e-29,0,-2.2592e-13,-2.2592e-13,-2.2592e-13,-2.2592e-13,-2.2592e-13,-2.2592e-13,0,2.1855e-29,2.1855e-29,2.1855e-29,2.1855e-29,2.1855e-29,2.1855e-29,0,31702,31702,31702,31702,31702,31702,0,-1.2167e-12,-1.2167e-12,-1.2167e-12,-1.2167e-12,-1.2167e-12,-1.2167e-12,0,-2.2592e-13,-2.2592e-13,-2.2592e-13,-2.2592e-13,-2.2592e-13,-2.2592e-13,0,-1.2167e-12,-1.2167e-12,-1.2167e-12,-1.2167e-12,-1.2167e-12,-1.2167e-12,0,30100,30100,30100,30100,30100,30100,0,54001,54001,54001,54001,54001,54001,0,-0.0098108,-0.0098108,-0.0098108,-0.0098108,-0.0098108,-0.0098108,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.0098108,-0.0098108,-0.0098108,-0.0098108,-0.0098108,-0.0098108,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.020228,0.020228,0.020228,0.020228,0.020228,0.020228,0,1.225,1.225,1.225,1.225,1.225,1.225,0,0,0,0,0,0,0,0,1,197
