"N","min(Stress (0))","q1(Stress (0))","med(Stress (0))","q3(Stress (0))","max(Stress (0))","avg(Stress (0))","std(Stress (0))","min(Stress (1))","q1(Stress (1))","med(Stress (1))","q3(Stress (1))","max(Stress (1))","avg(Stress (1))","std(Stress (1))","min(Stress (2))","q1(Stress (2))","med(Stress (2))","q3(Stress (2))","max(Stress (2))","avg(Stress (2))","std(Stress (2))","min(Stress (3))","q1(Stress (3))","med(Stress (3))","q3(Stress (3))","max(Stress (3))","avg(Stress (3))","std(Stress (3))","min(Stress (4))","q1(Stress (4))","med(Stress (4))","q3(Stress (4))","max(Stress (4))","avg(Stress (4))","std(Stress (4))","min(Stress (5))","q1(Stress (5))","med(Stress (5))","q3(Stress (5))","max(Stress (5))","avg(Stress (5))","std(Stress (5))","min(Stress (6))","q1(Stress (6))","med(Stress (6))","q3(Stress (6))","max(Stress (6))","avg(Stress (6))","std(Stress (6))","min(Stress (7))","q1(Stress (7))","med(Stress (7))","q3(Stress (7))","max(Stress (7))","avg(Stress (7))","std(Stress (7))","min(Stress (8))","q1(Stress (8))","med(Stress (8))","q3(Stress (8))","max(Stress (8))","avg(Stress (8))","std(Stress (8))","min(Stress (Magnitude))","q1(Stress (Magnitude))","med(Stress (Magnitude))","q3(Stress (Magnitude))","max(Stress (Magnitude))","avg(Stress (Magnitude))","std(Stress (Magnitude))","min(Strain (0))","q1(Strain (0))","med(Strain (0))","q3(Strain (0))","max(Strain (0))","avg(Strain (0))","std(Strain (0))","min(Strain (1))","q1(Strain (1))","med(Strain (1))","q3(Strain (1))","max(Strain (1))","avg(Strain (1))","std(Strain (1))","min(Strain (2))","q1(Strain (2))","med(Strain (2))","q3(Strain (2))","max(Strain (2))","avg(Strain (2))","std(Strain (2))","min(Strain (3))","q1(Strain (3))","med(Strain (3))","q3(Strain (3))","max(Strain (3))","avg(Strain (3))","std(Strain (3))","min(Strain (4))","q1(Strain (4))","med(Strain (4))","q3(Strain (4))","max(Strain (4))","avg(Strain (4))","std(Strain (4))","min(Strain (5))","q1(Strain (5))","med(Strain (5))","q3(Strain (5))","max(Strain (5))","avg(Strain (5))","std(Strain (5))","min(Strain (6))","q1(Strain (6))","med(Strain (6))","q3(Strain (6))","max(Strain (6))","avg(Strain (6))","std(Strain (6))","min(Strain (7))","q1(Strain (7))","med(Strain (7))","q3(Strain (7))","max(Strain (7))","avg(Strain (7))","std(Strain (7))","min(Strain (8))","q1(Strain (8))","med(Strain (8))","q3(Strain (8))","max(Strain (8))","avg(Strain (8))","std(Strain (8))","min(Strain (Magnitude))","q1(Strain (Magnitude))","med(Strain (Magnitude))","q3(Strain (Magnitude))","max(Strain (Magnitude))","avg(Strain (Magnitude))","std(Strain (Magnitude))","min(vtkOriginalCellIds)","q1(vtkOriginalCellIds)","med(vtkOriginalCellIds)","q3(vtkOriginalCellIds)","max(vtkOriginalCellIds)","avg(vtkOriginalCellIds)","std(vtkOriginalCellIds)","vtkValidPointMask","Time"
1,6660,6660,6660,6660,6660,6660,0,1.2633e-13,1.2633e-13,1.2633e-13,1.2633e-13,1.2633e-13,1.2633e-13,0,-7.4872e-14,-7.4872e-14,-7.4872e-14,-7.4872e-14,-7.4872e-14,-7.4872e-14,0,1.2633e-13,1.2633e-13,1.2633e-13,1.2633e-13,1.2633e-13,1.2633e-13,0,6660,6660,6660,6660,6660,6660,0,2.1096e-13,2.1096e-13,2.1096e-13,2.1096e-13,2.1096e-13,2.1096e-13,0,-7.4872e-14,-7.4872e-14,-7.4872e-14,-7.4872e-14,-7.4872e-14,-7.4872e-14,0,2.1096e-13,2.1096e-13,2.1096e-13,2.1096e-13,2.1096e-13,2.1096e-13,0,6098.7,6098.7,6098.7,6098.7,6098.7,6098.7,0,11221,11221,11221,11221,11221,11221,0,-0.035881,-0.035881,-0.035881,-0.035881,-0.035881,-0.035881,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.035881,-0.035881,-0.035881,-0.035881,-0.035881,-0.035881,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.0803,0.0803,0.0803,0.0803,0.0803,0.0803,0,1.2284,1.2284,1.2284,1.2284,1.2284,1.2284,0,0,0,0,0,0,0,0,1,384
1,2160,2160,2160,2160,2160,2160,0,-1.2075e-13,-1.2075e-13,-1.2075e-13,-1.2075e-13,-1.2075e-13,-1.2075e-13,0,3.1934e-14,3.1934e-14,3.1934e-14,3.1934e-14,3.1934e-14,3.1934e-14,0,-1.2075e-13,-1.2075e-13,-1.2075e-13,-1.2075e-13,-1.2075e-13,-1.2075e-13,0,2160,2160,2160,2160,2160,2160,0,-1.215e-13,-1.215e-13,-1.215e-13,-1.215e-13,-1.215e-13,-1.215e-13,0,3.1934e-14,3.1934e-14,3.1934e-14,3.1934e-14,3.1934e-14,3.1934e-14,0,-1.215e-13,-1.215e-13,-1.215e-13,-1.215e-13,-1.215e-13,-1.215e-13,0,2501,2501,2501,2501,2501,2501,0,3947.9,3947.9,3947.9,3947.9,3947.9,3947.9,0,-0.03606,-0.03606,-0.03606,-0.03606,-0.03606,-0.03606,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.03606,-0.03606,-0.03606,-0.03606,-0.03606,-0.03606,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.080743,0.080743,0.080743,0.080743,0.080743,0.080743,0,1.2285,1.2285,1.2285,1.2285,1.2285,1.2285,0,0,0,0,0,0,0,0,1,385
1,-21.71,-21.71,-21.71,-21.71,-21.71,-21.71,0,-2.427e-13,-2.427e-13,-2.427e-13,-2.427e-13,-2.427e-13,-2.427e-13,0,4.8077e-14,4.8077e-14,4.8077e-14,4.8077e-14,4.8077e-14,4.8077e-14,0,-2.427e-13,-2.427e-13,-2.427e-13,-2.427e-13,-2.427e-13,-2.427e-13,0,-21.71,-21.71,-21.71,-21.71,-21.71,-21.71,0,-2.6381e-13,-2.6381e-13,-2.6381e-13,-2.6381e-13,-2.6381e-13,-2.6381e-13,0,4.8077e-14,4.8077e-14,4.8077e-14,4.8077e-14,4.8077e-14,4.8077e-14,0,-2.6381e-13,-2.6381e-13,-2.6381e-13,-2.6381e-13,-2.6381e-13,-2.6381e-13,0,761.56,761.56,761.56,761.56,761.56,761.56,0,762.18,762.18,762.18,762.18,762.18,762.18,0,-0.036237,-0.036237,-0.036237,-0.036237,-0.036237,-0.036237,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.036237,-0.036237,-0.036237,-0.036237,-0.036237,-0.036237,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.081187,0.081187,0.081187,0.081187,0.081187,0.081187,0,1.2285,1.2285,1.2285,1.2285,1.2285,1.2285,0,0,0,0,0,0,0,0,1,386
1,367.43,367.43,367.43,367.43,367.43,367.43,0,-2.2111e-13,-2.2111e-13,-2.2111e-13,-2.2111e-13,-2.2111e-13,-2.2111e-13,0,2.0839e-14,2.0839e-14,2.0839e-14,2.0839e-14,2.0839e-14,2.0839e-14,0,-2.2111e-13,-2.2111e-13,-2.2111e-13,-2.2111e-13,-2.2111e-13,-2.2111e-13,0,367.43,367.43,367.43,367.43,367.43,367.43,0,-2.1471e-13,-2.1471e-13,-2.1471e-13,-2.1471e-13,-2.1471e-13,-2.1471e-13,0,2.0839e-14,2.0839e-14,2.0839e-14,2.0839e-14,2.0839e-14,2.0839e-14,0,-2.1471e-13,-2.1471e-13,-2.1471e-13,-2.1471e-13,-2.1471e-13,-2.1471e-13,0,1075.1,1075.1,1075.1,1075.1,1075.1,1075.1,0,1194.1,1194.1,1194.1,1194.1,1194.1,1194.1,0,-0.036416,-0.036416,-0.036416,-0.036416,-0.036416,-0.036416,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.036416,-0.036416,-0.036416,-0.036416,-0.036416,-0.036416,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.081634,0.081634,0.081634,0.081634,0.081634,0.081634,0,1.2285,1.2285,1.2285,1.2285,1.2285,1.2285,0,0,0,0,0,0,0,0,1,387
1,3281.7,3281.7,3281.7,3281.7,3281.7,3281.7,0,-5.6577e-14,-5.6577e-14,-5.6577e-14,-5.6577e-14,-5.6577e-14,-5.6577e-14,0,-2.5385e-16,-2.5385e-16,-2.5385e-16,-2.5385e-16,-2.5385e-16,-2.5385e-16,0,-5.6577e-14,-5.6577e-14,-5.6577e-14,-5.6577e-14,-5.6577e-14,-5.6577e-14,0,3281.7,3281.7,3281.7,3281.7,3281.7,3281.7,0,-3.6835e-14,-3.6835e-14,-3.6835e-14,-3.6835e-14,-3.6835e-14,-3.6835e-14,0,-2.5385e-16,-2.5385e-16,-2.5385e-16,-2.5385e-16,-2.5385e-16,-2.5385e-16,0,-3.6835e-14,-3.6835e-14,-3.6835e-14,-3.6835e-14,-3.6835e-14,-3.6835e-14,0,3398.3,3398.3,3398.3,3398.3,3398.3,3398.3,0,5752.2,5752.2,5752.2,5752.2,5752.2,5752.2,0,-0.036593,-0.036593,-0.036593,-0.036593,-0.036593,-0.036593,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.036593,-0.036593,-0.036593,-0.036593,-0.036593,-0.036593,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.082082,0.082082,0.082082,0.082082,0.082082,0.082082,0,1.2286,1.2286,1.2286,1.2286,1.2286,1.2286,0,0,0,0,0,0,0,0,1,388
1,8382.3,8382.3,8382.3,8382.3,8382.3,8382.3,0,2.1179e-13,2.1179e-13,2.1179e-13,2.1179e-13,2.1179e-13,2.1179e-13,0,3.7558e-14,3.7558e-14,3.7558e-14,3.7558e-14,3.7558e-14,3.7558e-14,0,2.1179e-13,2.1179e-13,2.1179e-13,2.1179e-13,2.1179e-13,2.1179e-13,0,8382.3,8382.3,8382.3,8382.3,8382.3,8382.3,0,2.4945e-13,2.4945e-13,2.4945e-13,2.4945e-13,2.4945e-13,2.4945e-13,0,3.7558e-14,3.7558e-14,3.7558e-14,3.7558e-14,3.7558e-14,3.7558e-14,0,2.4945e-13,2.4945e-13,2.4945e-13,2.4945e-13,2.4945e-13,2.4945e-13,0,7454.7,7454.7,7454.7,7454.7,7454.7,7454.7,0,14003,14003,14003,14003,14003,14003,0,-0.036771,-0.036771,-0.036771,-0.036771,-0.036771,-0.036771,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.036771,-0.036771,-0.036771,-0.036771,-0.036771,-0.036771,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.082532,0.082532,0.082532,0.082532,0.082532,0.082532,0,1.2286,1.2286,1.2286,1.2286,1.2286,1.2286,0,0,0,0,0,0,0,0,1,389
1,15076,15076,15076,15076,15076,15076,0,5.2293e-13,5.2293e-13,5.2293e-13,5.2293e-13,5.2293e-13,5.2293e-13,0,1.85e-13,1.85e-13,1.85e-13,1.85e-13,1.85e-13,1.85e-13,0,5.2293e-13,5.2293e-13,5.2293e-13,5.2293e-13,5.2293e-13,5.2293e-13,0,15076,15076,15076,15076,15076,15076,0,4.4136e-13,4.4136e-13,4.4136e-13,4.4136e-13,4.4136e-13,4.4136e-13,0,1.85e-13,1.85e-13,1.85e-13,1.85e-13,1.85e-13,1.85e-13,0,4.4136e-13,4.4136e-13,4.4136e-13,4.4136e-13,4.4136e-13,4.4136e-13,0,12767,12767,12767,12767,12767,12767,0,24851,24851,24851,24851,24851,24851,0,-0.036949,-0.036949,-0.036949,-0.036949,-0.036949,-0.036949,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.036949,-0.036949,-0.036949,-0.036949,-0.036949,-0.036949,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.082984,0.082984,0.082984,0.082984,0.082984,0.082984,0,1.2287,1.2287,1.2287,1.2287,1.2287,1.2287,0,0,0,0,0,0,0,0,1,390
1,22585,22585,22585,22585,22585,22585,0,8.5555e-13,8.5555e-13,8.5555e-13,8.5555e-13,8.5555e-13,8.5555e-13,0,4.889e-13,4.889e-13,4.889e-13,4.889e-13,4.889e-13,4.889e-13,0,8.5555e-13,8.5555e-13,8.5555e-13,8.5555e-13,8.5555e-13,8.5555e-13,0,22585,22585,22585,22585,22585,22585,0,4.6868e-13,4.6868e-13,4.6868e-13,4.6868e-13,4.6868e-13,4.6868e-13,0,4.889e-13,4.889e-13,4.889e-13,4.889e-13,4.889e-13,4.889e-13,0,4.6868e-13,4.6868e-13,4.6868e-13,4.6868e-13,4.6868e-13,4.6868e-13,0,18714,18714,18714,18714,18714,18714,0,37018,37018,37018,37018,37018,37018,0,-0.037128,-0.037128,-0.037128,-0.037128,-0.037128,-0.037128,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.037128,-0.037128,-0.037128,-0.037128,-0.037128,-0.037128,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.083437,0.083437,0.083437,0.083437,0.083437,0.083437,0,1.2287,1.2287,1.2287,1.2287,1.2287,1.2287,0,0,0,0,0,0,0,0,1,391
1,30034,30034,30034,30034,30034,30034,0,1.0195e-12,1.0195e-12,1.0195e-12,1.0195e-12,1.0195e-12,1.0195e-12,0,8.6008e-13,8.6008e-13,8.6008e-13,8.6008e-13,8.6008e-13,8.6008e-13,0,1.0195e-12,1.0195e-12,1.0195e-12,1.0195e-12,1.0195e-12,1.0195e-12,0,30034,30034,30034,30034,30034,30034,0,4.0235e-13,4.0235e-13,4.0235e-13,4.0235e-13,4.0235e-13,4.0235e-13,0,8.6008e-13,8.6008e-13,8.6008e-13,8.6008e-13,8.6008e-13,8.6008e-13,0,4.0235e-13,4.0235e-13,4.0235e-13,4.0235e-13,4.0235e-13,4.0235e-13,0,24600,24600,24600,24600,24600,24600,0,49084,49084,49084,49084,49084,49084,0,-0.037306,-0.037306,-0.037306,-0.037306,-0.037306,-0.037306,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.037306,-0.037306,-0.037306,-0.037306,-0.037306,-0.037306,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.083892,0.083892,0.083892,0.083892,0.083892,0.083892,0,1.2287,1.2287,1.2287,1.2287,1.2287,1.2287,0,0,0,0,0,0,0,0,1,392
1,36557,36557,36557,36557,36557,36557,0,1.1042e-12,1.1042e-12,1.1042e-12,1.1042e-12,1.1042e-12,1.1042e-12,0,1.1901e-12,1.1901e-12,1.1901e-12,1.1901e-12,1.1901e-12,1.1901e-12,0,1.1042e-12,1.1042e-12,1.1042e-12,1.1042e-12,1.1042e-12,1.1042e-12,0,36557,36557,36557,36557,36557,36557,0,1.9872e-13,1.9872e-13,1.9872e-13,1.9872e-13,1.9872e-13,1.9872e-13,0,1.1901e-12,1.1901e-12,1.1901e-12,1.1901e-12,1.1901e-12,1.1901e-12,0,1.9872e-13,1.9872e-13,1.9872e-13,1.9872e-13,1.9872e-13,1.9872e-13,0,29738,29738,29738,29738,29738,29738,0,59642,59642,59642,59642,59642,59642,0,-0.037485,-0.037485,-0.037485,-0.037485,-0.037485,-0.037485,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.037485,-0.037485,-0.037485,-0.037485,-0.037485,-0.037485,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.084348,0.084348,0.084348,0.084348,0.084348,0.084348,0,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,0,0,0,0,0,0,0,0,1,393
1,41392,41392,41392,41392,41392,41392,0,1.0695e-12,1.0695e-12,1.0695e-12,1.0695e-12,1.0695e-12,1.0695e-12,0,1.4856e-12,1.4856e-12,1.4856e-12,1.4856e-12,1.4856e-12,1.4856e-12,0,1.0695e-12,1.0695e-12,1.0695e-12,1.0695e-12,1.0695e-12,1.0695e-12,0,41392,41392,41392,41392,41392,41392,0,-2.5409e-13,-2.5409e-13,-2.5409e-13,-2.5409e-13,-2.5409e-13,-2.5409e-13,0,1.4856e-12,1.4856e-12,1.4856e-12,1.4856e-12,1.4856e-12,1.4856e-12,0,-2.5409e-13,-2.5409e-13,-2.5409e-13,-2.5409e-13,-2.5409e-13,-2.5409e-13,0,33530,33530,33530,33530,33530,33530,0,67460,67460,67460,67460,67460,67460,0,-0.037665,-0.037665,-0.037665,-0.037665,-0.037665,-0.037665,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.037665,-0.037665,-0.037665,-0.037665,-0.037665,-0.037665,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.084805,0.084805,0.084805,0.084805,0.084805,0.084805,0,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,0,0,0,0,0,0,0,0,1,394
1,43973,43973,43973,43973,43973,43973,0,9.2963e-13,9.2963e-13,9.2963e-13,9.2963e-13,9.2963e-13,9.2963e-13,0,1.4867e-12,1.4867e-12,1.4867e-12,1.4867e-12,1.4867e-12,1.4867e-12,0,9.2963e-13,9.2963e-13,9.2963e-13,9.2963e-13,9.2963e-13,9.2963e-13,0,43973,43973,43973,43973,43973,43973,0,-5.2917e-13,-5.2917e-13,-5.2917e-13,-5.2917e-13,-5.2917e-13,-5.2917e-13,0,1.4867e-12,1.4867e-12,1.4867e-12,1.4867e-12,1.4867e-12,1.4867e-12,0,-5.2917e-13,-5.2917e-13,-5.2917e-13,-5.2917e-13,-5.2917e-13,-5.2917e-13,0,35533,35533,35533,35533,35533,35533,0,71623,71623,71623,71623,71623,71623,0,-0.037846,-0.037846,-0.037846,-0.037846,-0.037846,-0.037846,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.037846,-0.037846,-0.037846,-0.037846,-0.037846,-0.037846,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.085263,0.085263,0.085263,0.085263,0.085263,0.085263,0,1.2289,1.2289,1.2289,1.2289,1.2289,1.2289,0,0,0,0,0,0,0,0,1,395
1,43996,43996,43996,43996,43996,43996,0,7.8718e-13,7.8718e-13,7.8718e-13,7.8718e-13,7.8718e-13,7.8718e-13,0,1.687e-12,1.687e-12,1.687e-12,1.687e-12,1.687e-12,1.687e-12,0,7.8718e-13,7.8718e-13,7.8718e-13,7.8718e-13,7.8718e-13,7.8718e-13,0,43996,43996,43996,43996,43996,43996,0,-1.4733e-12,-1.4733e-12,-1.4733e-12,-1.4733e-12,-1.4733e-12,-1.4733e-12,0,1.687e-12,1.687e-12,1.687e-12,1.687e-12,1.687e-12,1.687e-12,0,-1.4733e-12,-1.4733e-12,-1.4733e-12,-1.4733e-12,-1.4733e-12,-1.4733e-12,0,35514,35514,35514,35514,35514,35514,0,71642,71642,71642,71642,71642,71642,0,-0.038027,-0.038027,-0.038027,-0.038027,-0.038027,-0.038027,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.038027,-0.038027,-0.038027,-0.038027,-0.038027,-0.038027,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.085723,0.085723,0.085723,0.085723,0.085723,0.085723,0,1.2289,1.2289,1.2289,1.2289,1.2289,1.2289,0,0,0,0,0,0,0,0,1,396
1,41453,41453,41453,41453,41453,41453,0,4.6888e-13,4.6888e-13,4.6888e-13,4.6888e-13,4.6888e-13,4.6888e-13,0,1.5394e-12,1.5394e-12,1.5394e-12,1.5394e-12,1.5394e-12,1.5394e-12,0,4.6888e-13,4.6888e-13,4.6888e-13,4.6888e-13,4.6888e-13,4.6888e-13,0,41453,41453,41453,41453,41453,41453,0,-1.6741e-12,-1.6741e-12,-1.6741e-12,-1.6741e-12,-1.6741e-12,-1.6741e-12,0,1.5394e-12,1.5394e-12,1.5394e-12,1.5394e-12,1.5394e-12,1.5394e-12,0,-1.6741e-12,-1.6741e-12,-1.6741e-12,-1.6741e-12,-1.6741e-12,-1.6741e-12,0,33473,33473,33473,33473,33473,33473,0,67506,67506,67506,67506,67506,67506,0,-0.038209,-0.038209,-0.038209,-0.038209,-0.038209,-0.038209,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.038209,-0.038209,-0.038209,-0.038209,-0.038209,-0.038209,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.086183,0.086183,0.086183,0.086183,0.086183,0.086183,0,1.229,1.229,1.229,1.229,1.229,1.229,0,0,0,0,0,0,0,0,1,397
1,36634,36634,36634,36634,36634,36634,0,1.1658e-13,1.1658e-13,1.1658e-13,1.1658e-13,1.1658e-13,1.1658e-13,0,1.4465e-12,1.4465e-12,1.4465e-12,1.4465e-12,1.4465e-12,1.4465e-12,0,1.1658e-13,1.1658e-13,1.1658e-13,1.1658e-13,1.1658e-13,1.1658e-13,0,36634,36634,36634,36634,36634,36634,0,-1.8556e-12,-1.8556e-12,-1.8556e-12,-1.8556e-12,-1.8556e-12,-1.8556e-12,0,1.4465e-12,1.4465e-12,1.4465e-12,1.4465e-12,1.4465e-12,1.4465e-12,0,-1.8556e-12,-1.8556e-12,-1.8556e-12,-1.8556e-12,-1.8556e-12,-1.8556e-12,0,29646,29646,29646,29646,29646,29646,0,59690,59690,59690,59690,59690,59690,0,-0.038392,-0.038392,-0.038392,-0.038392,-0.038392,-0.038392,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.038392,-0.038392,-0.038392,-0.038392,-0.038392,-0.038392,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.086644,0.086644,0.086644,0.086644,0.086644,0.086644,0,1.229,1.229,1.229,1.229,1.229,1.229,0,0,0,0,0,0,0,0,1,398
1,30094,30094,30094,30094,30094,30094,0,-4.649e-14,-4.649e-14,-4.649e-14,-4.649e-14,-4.649e-14,-4.649e-14,0,1.1202e-12,1.1202e-12,1.1202e-12,1.1202e-12,1.1202e-12,1.1202e-12,0,-4.649e-14,-4.649e-14,-4.649e-14,-4.649e-14,-4.649e-14,-4.649e-14,0,30094,30094,30094,30094,30094,30094,0,-1.8584e-12,-1.8584e-12,-1.8584e-12,-1.8584e-12,-1.8584e-12,-1.8584e-12,0,1.1202e-12,1.1202e-12,1.1202e-12,1.1202e-12,1.1202e-12,1.1202e-12,0,-1.8584e-12,-1.8584e-12,-1.8584e-12,-1.8584e-12,-1.8584e-12,-1.8584e-12,0,24475,24475,24475,24475,24475,24475,0,49094,49094,49094,49094,49094,49094,0,-0.038575,-0.038575,-0.038575,-0.038575,-0.038575,-0.038575,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.038575,-0.038575,-0.038575,-0.038575,-0.038575,-0.038575,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.087107,0.087107,0.087107,0.087107,0.087107,0.087107,0,1.229,1.229,1.229,1.229,1.229,1.229,0,0,0,0,0,0,0,0,1,399
